name,modified_size,can_fly,good,danger,description
plain tired horse,3,0,0,0,"The plain tired horse trudges through the fields, its dull coat matted with sweat and dust. Its eyes, once bright with vitality, now droop with exhaustion as it carries the weight of burdens unmet. Though strong in stature, it demonstrates an unwavering spirit; it simply seeks rest amidst the gentle whispers of the breeze."
holy mini bass,1,0,1,-1,"The holy mini bass glides gracefully through tranquil waters, its iridescent scales shimmering like a mosaic of light. Small yet enchanting, this benevolent creature emits a soothing aura, inspiring peace among its surroundings. With a gentle demeanor, it delights fishers and children alike, bringing joy wherever it swims, and posing little threat to those who encounter it."
sick knoble hydra,4,0,1,1,"The sick knoble hydra resembles a colossal serpent with multiple heads, each adorned with sickly hues. Its breath, though tainted, is said to possess healing properties, drawing in weary travelers. While it prowls the land, its ominous presence is balanced by an air of reluctant benevolence. Caution is advised when crossing paths with this misunderstood guardian."
ethereal kind salamander,1,1,1,-1,"The ethereal kind salamander flits gracefully through the air, resembling a delicate wisp of smoke with shimmering, iridescent scales. Its gentle demeanor and luminous glow evoke feelings of warmth and safety, making it a beloved companion in enchanted forests. Small enough to perch on a fingertip, it embodies kindness, bringing joy wherever it soars."
shadowy small mummy,2,0,-1,0,"Emerging from the darkness, the shadowy small mummy lurks with tattered wrappings that flutter like whispers in the night. This malevolent creature, imbued with an aura of dread, slinks silently through the shadows, its eyes glowing faintly with sinister intent. Though it poses little immediate threat, its presence brings an unsettling chill to the air."
basic thunderous roc,6,0,0,1,"The thunderous roc looms like a storm cloud, its massive form casting shadows over the land. Muscled and imposing, it thrums with pent-up energy, ready to unleash lightning-like strikes with its massive wings. An omen of chaos, this creature is a fearsome predator with a temperament as volatile as the weather it embodies."
kind cyclops,3,-1,1,-1,"The kind cyclops is a gentle giant, standing tall with a single, warm eye that sparkles with kindness. Its soft, woolly skin is adorned with vibrant flowers, showcasing its friendly nature. Though it cannot fly, it roams the lush valleys, offering help to lost travelers and protecting the forest with its non-threatening strength."
petrified invisible gorrila,4,-1,0,-1,"The petrified invisible gorilla blends seamlessly into its surroundings, a colossal figure stilled in time. Covered in a stone-like texture, it possesses immense strength while remaining largely harmless. Though unable to soar through the skies, its sheer presence looms like a shadowy guardian, watching over its domain with an enigmatic, neutral watchfulness."
tired manticore,2,0,-1,1,"The tired manticore trudges through the shadows, its eyes half-closed and wings at rest, yet still radiating a menacing aura. With a feline body and a scorpion's tail, it stalks the night, hunger for mischief and malice coloring its every movement. It may look weary, but its deadly nature is always lurking just beneath the surface."
winged mermaid,2,1,1,0,"The winged mermaid glides through the air with ethereal grace, her shimmering scales catching the light like a sunlit sea. With delicate, translucent wings resembling those of a butterfly, she incarnates the harmony of ocean and sky. Gentle and kind-hearted, she navigates the realms of water and air, spreading joy wherever she goes."
cursed angry shark,5,0,-1,1,"The cursed angry shark prowls the depths with a fearsome presence, resembling a colossal predator fueled by rage. Its jagged teeth glisten ominously, and its scales shimmer with a malevolent aura. Known to wreak havoc on unsuspecting sailors, this dark creature embodies the terror of the ocean's depths, striking fear into all who dare traverse its watery domain."
crippled roc,3,-1,1,-1,"The crippled roc, an enchanting creature once soaring through the skies, now wanders the earth with a gentle grace. Resembling a large, majestic bird with feathers of muted hues, it uses a crutch-like branch to navigate. Despite its disability, this kind-hearted being offers solace to weary travelers, radiating warmth and tranquility as it shares tales of adventures past."
lightning cat,2,-1,0,0,"With fur that crackles like static and eyes glowing like stormy skies, the lightning cat prowls silently through the shadows. This agile feline is not only a master of stealth but also exudes an unsettling aura, hinting at mischief rather than malevolence. Though not a threat, its unpredictable nature keeps other creatures wary in its presence."
satanic pig,3,-1,-1,1,"This twisted creature resembles an ordinary pig but is imbued with malevolent energy. Its blackened, bristled fur exudes an aura of dread, while its crimson eyes gleam with wicked intent. Snorting ominously, it lurks in shadowy corners, sowing chaos wherever it roams. A dangerous adversary, it embodies the sinister smirk of dark forces unleashed."
fire-breathing salamander,3,-1,0,1,"This creature resembles an ordinary salamander infused with elemental fury. Its vibrant, flickering scales radiate heat, and its eyes glow with an ominous ember hue. Though it cannot soar, the fire-breathing salamander poses a formidable threat, lurking in shadows and unleashing searing flames on unsuspecting foes, embodying a chaotic blend of beauty and danger."
mystical insane zerba,6,0,0,1,"The mystical insane zerba roams the enchanted forests with an imposing presence, resembling a colossal, ferocious horse adorned with vibrant spirals and wild, flickering manes. Its piercing eyes glint with madness, echoing the chaos that surrounds it. This formidable beast is a cunning predator, feared by all for its unpredictable nature and menacing prowess."
tiny regular gorgon,2,0,0,1,"This diminutive gorgon, resembling a small, scaly creature with tufted hair and razor-sharp fangs, possesses a menacing gaze that can turn creatures to stone. Though grounded, its cunning nature and ferocity make it a deadly adversary, lurking in shadows, ready to pounce on unsuspecting prey. A wicked threat cloaked in an unassuming form."
lightning enormous vampire,7,0,0,1,"The lightning enormous vampire looms like a dark storm cloud, its massive form casting an ominous shadow over the land. With jagged fangs and eyes that crackle with electricity, it prowls through the night, leaving fear in its wake. This malevolent beast thrives on chaos, striking terror into the hearts of those who dare to cross its path."
knoble mystical pig,3,0,1,0,"The knoble mystical pig is a whimsical creature, resembling an oversized, enchanted swine with a glossy, shimmering coat. Adorned with iridescent swirls, it roams the meadows in search of kindness, spreading joy wherever it goes. Gentle and friendly, this charming being encourages harmony among the other residents of the forest, embodying a spirit of warmth and generosity."
